YEAR	FOCAL_DEPTH	EQ_PRIMARY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DAMAGE_MILLIONS_DOLLARS	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED
1986	26	5	IRAN		"IRAN:  S MAMASANI, SHIRAZ, NORABAD"	29.985	51.623	140			80	2	
1986	43	4.5	PAKISTAN		PAKISTAN:  KHUZDAR	27.727	66.65	60			150	3	150
1986	18	5.2	PAKISTAN		"PAKISTAN:  BARKHAM, MATAKARI, HAMTAROT"	29.627	69.363	60					
1986	33	5.3	INDIA		"INDIA:  KASHMIR:  DHARMSALA,  LAHORE, PAKISTAN"	32.128	76.374	60	6				
1986	33	5	INDONESIA		"INDONESIA:  SUMATERA:  S, HAHAT, MUARAENIM"	-3.904	103.461	170					
1986	34	7.8	TAIWAN		"TAIWAN:  TAIPEI, HUALIEN"	23.901	121.574	30	15				
1986	19	6.4	TAIWAN		TAIWAN:  HUALIEN	24.125	121.619	30	1				
1986	102	7.1	PAPUA NEW GUINEA		PAPUA NEW GUINEA	-4.448	143.943	170		0.5			
1987	16	7.3	TONGA		TONGA ISLANDS	-17.94	-172.225	170					
1987	10	7.2	USA	AK	ALASKA:  GULF OF ALASKA	58.586	-143.27	150					
1987	10	7.9	USA	AK	ALASKA:  YAKUTAT	58.679	-142.786	150					
1987	8	4.8	USA	CA	"CALIFORNIA:  WHITTIER, PASADENA"	34.07	-118.1	150	1				
1987	10	5.7	USA	CA	CALIFORNIA:  WHITTIER	34.061	-118.078	150	8	358			
1987	5	6.2	USA	CA	CALIFORNIA:  SUPERSTITION HILLS	33.082	-115.775	150	2	3			
1987	10	6.2	ECUADOR		"ECUADOR:  AMBATO, LATACUNGA, RIOBAMBA"	-0.978	-78.05	160	2			3	
1987	20	5.1	PERU		"PERU:  SANTAOG DE CHUCO, TRUJILLO, CHIMBOTE"	-8.143	-77.954	160	3			3	
1987	10	7.2	ECUADOR		"ECUADOR:  NAPO PROVINCE, QUITO, TULCAN"	0.083	-77.785	160	5000	1500			
1987	37	6.4	PERU		"CHILE:  ARICA; PERU:  AREQUIPA, TACNA"	-17.897	-70.931	160	1				
1987	62	7.3	CHILE		"CHILE:  ANTOFAGASTA, ARICA"	-24.388	-70.161	160	1				
1987	70	6.9	CHILE		"CHILE:  ARICA, IQUIQUE"	-19.022	-69.991	160	5	1	1000	3	
1987	10	4.3	ALGERIA		"ALGERIA:  MOHAMMADIA, QUED, FODDA, TISSEMSILT"	35.964	1.374	15	1	1	629	3	
1987	19	4.6	ITALY		ITALY:  PORTO SAN GIORGIO-PERMO-PDEASO AREA	43.242	13.874	130					
1987	41	4.6	IRAN		"IRAN:  W, NAHAVAND-HAMADEN-TUYSARKAN"	34.076	48.266	140	2				
1987	29	5.9	CHINA		"CHINA:  XINGJIANG WEIWUER ZIZHIQU PROVINCE, WUSHI"	41.529	79.318	40			417	3	
1987	17	5.8	CHINA		CHINA:  S XINJIANG PROVINCE:  BAICHENG	41.964	81.319	40					
1987	11	6.6	INDONESIA		"INDONESIA:  SUMATERA:  N, TARUTUNG-LAKE TOBA,"	2.244	98.866	170	2	1	300	3	
1987	29	4.9	CHINA		CHINA:  GANZHOU PROVINCE:  XUNWU	24.924	115.608	30			37000	4	
1987	107	6.3	PHILIPPINES		"PHILIPPINES:  MANILA, CUBI POINT"	16.066	120.301	170					
1987	33	6.5	INDONESIA		"INDONESIA:  TIMOR:  PANTAR, MOUNT SIRUNG"	-8.247	124.155	170	125	5	237	3	
1987	32	5.2	PHILIPPINES		PHILIPPINES:  MINDANAO:  TALAKAG-MALAYBALAY	8.047	125.41	170	1				
1987	54	6.7	JAPAN		"JAPAN:  KYUSHU:  MIYAZAKI, NAZE"	32.034	131.837	30	2				
1987	23	5.1	JAPAN		JAPAN:  HONSHU ISLAND	37.447	137.865	30					
1987	63	6	JAPAN		"JAPAN:  HONSHU:  CHIBA PERFECTURE, TOKYO"	35.362	140.214	30	2	5			
1987	48	6.3	JAPAN		JAPAN:  EAST COAST HONSHU	36.988	141.689	30					
1987	55	7.6	PAPUA NEW GUINEA		"PAPUA NEW GUINEA:  HUON PENINSULA, UMBOI ISLAND"	-6.088	147.689	170	3	2.625		3	
1987	48	7.7	PAPUA NEW GUINEA		"PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, KIMBTE"	-6.266	149.06	170					
1987	25	6.8	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  SOLOMON SEA	-7.288	154.371	170					
1987	33	7.7	AUSTRALIA	TAS	AUSTRALIA:  MACQUARIE ISLAND	-58.893	158.513	170					
1987	75	6.3	SOLOMON ISLANDS		SOLOMON ISLANDS	-10.717	162.33	170					
1987	48	6.6	VANUATU		VANUATU ISLANDS	-14.074	167.828	170					
1987	19	6.6	NEW ZEALAND		"NEW ZEALAND:  NORTH ISLAND, WHAKATANI, EDGECUMBE"	-37.965	176.765	170	1	210			
1988	15	7.8	USA	AK	ALASKA:  GULF OF ALASKA:  ANCHORAGE	57.262	-142.747	150					
1988	69	6	GUATEMALA		"GUATEMALA:  S PALIN, SAN VICENTE PACAYA"	13.881	-90.45	100	5				
1988	16	4.7	JAMAICA		"JAMAICA:  ST ANDREW, JACKS HILL"	18.068	-76.597	90					
1988	29	5.8	CANADA		"CANADA:  QUEBEC:  SAGUENAY, QUEBEC CITY"	48.117	-71.183	150					
1988	37	6.7	CHILE		CHILE:  TALTAL	-24.753	-70.433	160					
1988	33	5.7	USA TERRITORY	PR	PUERTO RICO:  MONA PASSAGE:  CATANO	19.08	-67.256	90					
1988	11	5.3	AZORES (PORTUGAL)		AZORES:  SAO MIGUEL ISLAND	37.938	-26.142	130					
1988	12	5.6	ALGERIA		"ALGERIA:  BLIDA, MEDEA-ALGIERS"	36.443	2.759	15					
1988	24	5.8	ALBANIA		"ALBANIA:  TIRANA, ULCINJ-BAR"	41.246	19.63	130					
1988	25	5.8	GREECE		"GREECE:  IONIAN SEA:  KILINI, VARTHOLOMION"	37.938	20.932	130					
1988	5	6.8	ARMENIA		"ARMENIA:  LENINAKAN, SPITAK, KIROVAKAN"	40.987	44.185	40	25000	16200		4	
1988	33	5.7	IRAN		"IRAN:  DEH DASHT, BAHBAHAN"	30.89	50.194	140					
1988	33	6.1	IRAN		"IRAN:  S, MAMASANI, BUSHEHR, NURABAD"	29.974	51.679	140	1				
1988	11	5	TAJIKISTAN		"TAJIKISTAN:  ROSHTKALA, KHOROG"	37.18	71.811	40					
1988	57	6.6	NEPAL		"NEPAL-INDIA:  KATHMANDU, BIHAR"	26.755	86.616	60	1091	131.5			
1988	33	5.8	BANGLADESH		BANGLADESH:  SYLHET; INDIA:  TIPURA-ASSAM	24.688	91.57	60	2				
1988	91	7.2	MYANMAR (BURMA)		"MYANMAR (BURMA);  INDIA:  GAUHATI, SIBSAGAR, IMPHAL"	25.149	95.127	60	38	1			
1988	10	6.4	CHINA		CHINA:  YUNNAN PROVINCE	23.181	99.439	30					
1988	18	7.3	CHINA		CHINA:  YUNNAN PROVINCE	22.789	99.611	30	738	269	412000	4	
1988	14	5.5	CHINA		CHINA:  LINGWU	38.111	106.336	30			10000	4	
1988	10	4.6	CHINA		"CHINA:  E, QINZHOU-FANGCHENG, NANNING"	21.23	108.545	30					
1988	53	5.4	PHILIPPINES		PHILIPPINES:  LUZON:  LAOAG	18.606	121.013	170					
1988	17	6.2	PHILIPPINES		"PHILIPPINES:  MINDORO:  SAN JOSE, CALAPAN"	12.376	121.067	170	2				
1988	51	5.7	TAIWAN		"TAIWAN:  HUALIEN, SU-HUA"	23.902	121.598	30	1				
1988	19	6.6	PHILIPPINES		"PHILIPPINES:  SAMAR:  CATARMAN, CATBALOGAN"	12.399	124.537	170					
1988	5	6.3	AUSTRALIA		AUSTRALIA:  TENNANT CREEK	-19.847	133.803	170					
1988	5	6.7	AUSTRALIA		AUSTRALIA:  TENNANT CREEK	-19.829	133.882	170					
1988	0	4.3	PAPUA NEW GUINEA		PAPUA NEW GUINEA:  KAIAPIT (LANDSLIDE GENERATED)	-6.06	146.23	170	74				
1988	53	6.8	PAPUA NEW GUINEA		"PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, ARAWE"	-5.964	148.78	170					
1988	36	7.6	SOLOMON ISLANDS		"SOLOMON ISLANDS:  SAN CRISTOBAL, GUADALCANAL"	-10.258	160.896	170					
1989	11	6.9	USA	AK	ALASKA	55.543	-156.835	150					
1989	9	6.1	USA	HI	HAWAIIAN ISLANDS:  PUNA DISTRICT	19.362	-155.083	150			105	3	
1989	19	6.9	USA	CA	CALIFORNIA:  LOMA PRIETA	37.036	-121.883	150	62	5600		3	
1989	19	6.8	MEXICO		"MEXICO:  MEXICO CITY, ACAPULCO"	16.773	-99.328	150	3				
1989	15	6.1	ECUADOR		"ECUADOR:  ESMERALDAS, GUAYAQUIL"	1.134	-79.616	160					
1989	26	4.4	USA TERRITORY	PR	PUERTO RICO: MONA PASSAGE	18.986	-68.833	90					
1989	16	5.2	VENEZUELA		"VENEZUELA:  FALCON, CARABOBO, CARACAS"	11.038	-68.27	160					
1989	11	5.7	AZORES (PORTUGAL)		"AZORES:  GRACIOSA, TERCEIRA"	39.112	-28.242	130					
1989	6	5.7	ALGERIA		"ALGERIA:  ALGIERS, CHERCHELL, TIPAZA"	36.788	2.448	15	30	5			
1989	30	6.1	MALAWI		"MALAWI:  SALIMA, DEDZA, MOHINJI"	-13.702	34.42	10	9	28			
1989	10	4.4	TURKEY		"TURKEY:  ERZURUM, KARS"	40.027	41.816	140					
1989	12	6.3	DJIBOUTI		"DJIBOUTI:  GALAFI, YABAKI"	11.766	41.942	10	2				
1989	18	5	RUSSIA		"RUSSIA:  GROZNYY, BUYNAKSK"	43.522	45.362	40	1				
1989	31	5.8	IRAN		"IRAN:  DO GOBADAN, FARS, YASUJ"	30.167	50.921	140	114	5			
1989	42	4.7	IRAN		IRAN:  DEH BORZORG-E SISAKHT	30.96	51.421	140					
1989	33	5.1	IRAN		"IRAN:  SW, SHIRAZ, MAMASANI"	29.964	51.655	140					
1989	18	5.9	IRAN		"IRAN:  SHAHDAD, KERMAN PROVINCE"	29.892	57.718	140	3				
1989	33	5.3	TAJIKISTAN		"TAJIKISTAN:  SHARORA, GISSAR"	38.465	68.694	40	274	24.8			
1989	6	5.1	BANGLADESH		BANGLADESH:  BANARIPARA	21.861	89.763	60	1				
1989	13	6.2	CHINA		CHINA:  SICHUAN PROVINCE:  BATANG	29.987	99.195	30	11	164			
1989	33	5.6	CHINA		"CHINA:  YUNNAN PROVINCE:  GENGMA, LANCANG, MENGLIAN"	23.553	99.526	30	1	54	5300	4	
